Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2022Q1,Female,0 - 9.5 hours,41.3
Persons aged 15-89 years in Employment,2022Q1,Female,10 - 19.5 hours,129.0
Persons aged 15-89 years in Employment,2022Q1,Female,20 - 29.5 hours,210.6
Persons aged 15-89 years in Employment,2022Q1,Female,30 - 34.5 hours,108.3
Persons aged 15-89 years in Employment,2022Q1,Female,35 - 39.5 hours,357.2
Persons aged 15-89 years in Employment,2022Q1,Female,40 - 44.5 hours,241.6
Persons aged 15-89 years in Employment,2022Q1,Female,45 hours and over,92.3
Persons aged 15-89 years in Employment,2022Q1,Female,Variable Hours (see note),18.5
Persons aged 15-89 years in Employment,2022Q2,Both sexes,0 - 9.5 hours,57.4
Persons aged 15-89 years in Employment,2022Q2,Both sexes,10 - 19.5 hours,187.3
Persons aged 15-89 years in Employment,2022Q2,Both sexes,20 - 29.5 hours,292.4
Persons aged 15-89 years in Employment,2022Q2,Both sexes,30 - 34.5 hours,164.6
Persons aged 15-89 years in Employment,2022Q2,Both sexes,35 - 39.5 hours,762.1
Persons aged 15-89 years in Employment,2022Q2,Both sexes,40 - 44.5 hours,663.7
Persons aged 15-89 years in Employment,2022Q2,Both sexes,45 hours and over,422.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Variable Hours (see note),50.9
Persons aged 15-89 years in Employment,2022Q2,Male,0 - 9.5 hours,20.8
Persons aged 15-89 years in Employment,2022Q2,Male,10 - 19.5 hours,57.0
Persons aged 15-89 years in Employment,2022Q2,Male,20 - 29.5 hours,82.4
Persons aged 15-89 years in Employment,2022Q2,Male,30 - 34.5 hours,48.6
Persons aged 15-89 years in Employment,2022Q2,Male,35 - 39.5 hours,390.2
Persons aged 15-89 years in Employment,2022Q2,Male,40 - 44.5 hours,433.1
Persons aged 15-89 years in Employment,2022Q2,Male,45 hours and over,327.4
Persons aged 15-89 years in Employment,2022Q2,Male,Variable Hours (see note),28.9
Persons aged 15-89 years in Employment,2022Q2,Female,0 - 9.5 hours,36.6
Persons aged 15-89 years in Employment,2022Q2,Female,10 - 19.5 hours,130.4
Persons aged 15-89 years in Employment,2022Q2,Female,20 - 29.5 hours,209.9
Persons aged 15-89 years in Employment,2022Q2,Female,30 - 34.5 hours,116.0
Persons aged 15-89 years in Employment,2022Q2,Female,35 - 39.5 hours,371.9
Persons aged 15-89 years in Employment,2022Q2,Female,40 - 44.5 hours,230.6
Persons aged 15-89 years in Employment,2022Q2,Female,45 hours and over,95.4
Persons aged 15-89 years in Employment,2022Q2,Female,Variable Hours (see note),22.0
Persons aged 15-89 years in Employment,2022Q3,Both sexes,0 - 9.5 hours,53.5
Persons aged 15-89 years in Employment,2022Q3,Both sexes,10 - 19.5 hours,173.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,20 - 29.5 hours,296.0
Persons aged 15-89 years in Employment,2022Q3,Both sexes,30 - 34.5 hours,169.7
Persons aged 15-89 years in Employment,2022Q3,Both sexes,35 - 39.5 hours,767.5
Persons aged 15-89 years in Employment,2022Q3,Both sexes,40 - 44.5 hours,688.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,45 hours and over,392.2
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Variable Hours (see note),61.6
Persons aged 15-89 years in Employment,2022Q3,Male,0 - 9.5 hours,19.6
Persons aged 15-89 years in Employment,2022Q3,Male,10 - 19.5 hours,53.9
Persons aged 15-89 years in Employment,2022Q3,Male,20 - 29.5 hours,90.7
Persons aged 15-89 years in Employment,2022Q3,Male,30 - 34.5 hours,52.7
Persons aged 15-89 years in Employment,2022Q3,Male,35 - 39.5 hours,391.2
Persons aged 15-89 years in Employment,2022Q3,Male,40 - 44.5 hours,449.7
Persons aged 15-89 years in Employment,2022Q3,Male,45 hours and over,304.9
Persons aged 15-89 years in Employment,2022Q3,Male,Variable Hours (see note),37.4
Persons aged 15-89 years in Employment,2022Q3,Female,0 - 9.5 hours,33.9
Persons aged 15-89 years in Employment,2022Q3,Female,10 - 19.5 hours,119.6
Persons aged 15-89 years in Employment,2022Q3,Female,20 - 29.5 hours,205.3
Persons aged 15-89 years in Employment,2022Q3,Female,30 - 34.5 hours,117.0
Persons aged 15-89 years in Employment,2022Q3,Female,35 - 39.5 hours,376.3
Persons aged 15-89 years in Employment,2022Q3,Female,40 - 44.5 hours,238.9
Persons aged 15-89 years in Employment,2022Q3,Female,45 hours and over,87.3
Persons aged 15-89 years in Employment,2022Q3,Female,Variable Hours (see note),24.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,0 - 9.5 hours,74.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,10 - 19.5 hours,188.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,20 - 29.5 hours,294.9
Persons aged 15-89 years in Employment,2022Q4,Both sexes,30 - 34.5 hours,149.1
Persons aged 15-89 years in Employment,2022Q4,Both sexes,35 - 39.5 hours,786.7
Persons aged 15-89 years in Employment,2022Q4,Both sexes,40 - 44.5 hours,669.9
Persons aged 15-89 years in Employment,2022Q4,Both sexes,45 hours and over,378.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Variable Hours (see note),75.0
Persons aged 15-89 years in Employment,2022Q4,Male,0 - 9.5 hours,27.1
Persons aged 15-89 years in Employment,2022Q4,Male,10 - 19.5 hours,59.6
Persons aged 15-89 years in Employment,2022Q4,Male,20 - 29.5 hours,86.7
Persons aged 15-89 years in Employment,2022Q4,Male,30 - 34.5 hours,41.2
Persons aged 15-89 years in Employment,2022Q4,Male,35 - 39.5 hours,408.6
Persons aged 15-89 years in Employment,2022Q4,Male,40 - 44.5 hours,438.8
Persons aged 15-89 years in Employment,2022Q4,Male,45 hours and over,287.4
Persons aged 15-89 years in Employment,2022Q4,Male,Variable Hours (see note),43.8
Persons aged 15-89 years in Employment,2022Q4,Female,0 - 9.5 hours,47.1
Persons aged 15-89 years in Employment,2022Q4,Female,10 - 19.5 hours,128.6
Persons aged 15-89 years in Employment,2022Q4,Female,20 - 29.5 hours,208.1
Persons aged 15-89 years in Employment,2022Q4,Female,30 - 34.5 hours,107.9
Persons aged 15-89 years in Employment,2022Q4,Female,35 - 39.5 hours,378.1
Persons aged 15-89 years in Employment,2022Q4,Female,40 - 44.5 hours,231.1
Persons aged 15-89 years in Employment,2022Q4,Female,45 hours and over,91.2
Persons aged 15-89 years in Employment,2022Q4,Female,Variable Hours (see note),31.2
Persons aged 15-89 years in Employment,2023Q1,Both sexes,0 - 9.5 hours,72.6
Persons aged 15-89 years in Employment,2023Q1,Both sexes,10 - 19.5 hours,193.8
Persons aged 15-89 years in Employment,2023Q1,Both sexes,20 - 29.5 hours,302.9
Persons aged 15-89 years in Employment,2023Q1,Both sexes,30 - 34.5 hours,167.9
Persons aged 15-89 years in Employment,2023Q1,Both sexes,35 - 39.5 hours,805.1
Persons aged 15-89 years in Employment,2023Q1,Both sexes,40 - 44.5 hours,702.3
Persons aged 15-89 years in Employment,2023Q1,Both sexes,45 hours and over,357.5
Persons aged 15-89 years in Employment,2023Q1,Both sexes,Variable Hours (see note),50.5
Persons aged 15-89 years in Employment,2023Q1,Male,0 - 9.5 hours,26.8
Persons aged 15-89 years in Employment,2023Q1,Male,10 - 19.5 hours,59.3
Persons aged 15-89 years in Employment,2023Q1,Male,20 - 29.5 hours,90.3
Persons aged 15-89 years in Employment,2023Q1,Male,30 - 34.5 hours,49.9
Persons aged 15-89 years in Employment,2023Q1,Male,35 - 39.5 hours,420.2
Persons aged 15-89 years in Employment,2023Q1,Male,40 - 44.5 hours,464.0
Persons aged 15-89 years in Employment,2023Q1,Male,45 hours and over,269.7
Persons aged 15-89 years in Employment,2023Q1,Male,Variable Hours (see note),30.0
Persons aged 15-89 years in Employment,2023Q1,Female,0 - 9.5 hours,45.8
Persons aged 15-89 years in Employment,2023Q1,Female,10 - 19.5 hours,134.4
Persons aged 15-89 years in Employment,2023Q1,Female,20 - 29.5 hours,212.6
Persons aged 15-89 years in Employment,2023Q1,Female,30 - 34.5 hours,118.0
Persons aged 15-89 years in Employment,2023Q1,Female,35 - 39.5 hours,384.9
Persons aged 15-89 years in Employment,2023Q1,Female,40 - 44.5 hours,238.3
Persons aged 15-89 years in Employment,2023Q1,Female,45 hours and over,87.8
Persons aged 15-89 years in Employment,2023Q1,Female,Variable Hours (see note),20.5
Persons aged 15-89 years in Employment,2023Q2,Both sexes,0 - 9.5 hours,67.0
Persons aged 15-89 years in Employment,2023Q2,Both sexes,10 - 19.5 hours,187.9
Persons aged 15-89 years in Employment,2023Q2,Both sexes,20 - 29.5 hours,315.5
Persons aged 15-89 years in Employment,2023Q2,Both sexes,30 - 34.5 hours,169.7
Persons aged 15-89 years in Employment,2023Q2,Both sexes,35 - 39.5 hours,830.4
Persons aged 15-89 years in Employment,2023Q2,Both sexes,40 - 44.5 hours,703.8
Persons aged 15-89 years in Employment,2023Q2,Both sexes,45 hours and over,366.6
Persons aged 15-89 years in Employment,2023Q2,Both sexes,Variable Hours (see note),41.8
Persons aged 15-89 years in Employment,2023Q2,Male,0 - 9.5 hours,24.8
Persons aged 15-89 years in Employment,2023Q2,Male,10 - 19.5 hours,57.3
Persons aged 15-89 years in Employment,2023Q2,Male,20 - 29.5 hours,86.2
Persons aged 15-89 years in Employment,2023Q2,Male,30 - 34.5 hours,49.3
Persons aged 15-89 years in Employment,2023Q2,Male,35 - 39.5 hours,417.3
Persons aged 15-89 years in Employment,2023Q2,Male,40 - 44.5 hours,464.6
Persons aged 15-89 years in Employment,2023Q2,Male,45 hours and over,284.3
Persons aged 15-89 years in Employment,2023Q2,Male,Variable Hours (see note),24.8
Persons aged 15-89 years in Employment,2023Q2,Female,0 - 9.5 hours,42.2
Persons aged 15-89 years in Employment,2023Q2,Female,10 - 19.5 hours,130.7
Persons aged 15-89 years in Employment,2023Q2,Female,20 - 29.5 hours,229.3
Persons aged 15-89 years in Employment,2023Q2,Female,30 - 34.5 hours,120.3
Persons aged 15-89 years in Employment,2023Q2,Female,35 - 39.5 hours,413.1
Persons aged 15-89 years in Employment,2023Q2,Female,40 - 44.5 hours,239.2
Persons aged 15-89 years in Employment,2023Q2,Female,45 hours and over,82.3
Persons aged 15-89 years in Employment,2023Q2,Female,Variable Hours (see note),17.1
Persons aged 15-89 years in Employment,2023Q3,Both sexes,0 - 9.5 hours,66.4
Persons aged 15-89 years in Employment,2023Q3,Both sexes,10 - 19.5 hours,187.9
Persons aged 15-89 years in Employment,2023Q3,Both sexes,20 - 29.5 hours,322.6
Persons aged 15-89 years in Employment,2023Q3,Both sexes,30 - 34.5 hours,168.0
Persons aged 15-89 years in Employment,2023Q3,Both sexes,35 - 39.5 hours,849.6
Persons aged 15-89 years in Employment,2023Q3,Both sexes,40 - 44.5 hours,706.6
Persons aged 15-89 years in Employment,2023Q3,Both sexes,45 hours and over,346.8
Persons aged 15-89 years in Employment,2023Q3,Both sexes,Variable Hours (see note),48.4
Persons aged 15-89 years in Employment,2023Q3,Male,0 - 9.5 hours,24.2
Persons aged 15-89 years in Employment,2023Q3,Male,10 - 19.5 hours,58.8
Persons aged 15-89 years in Employment,2023Q3,Male,20 - 29.5 hours,88.9
Persons aged 15-89 years in Employment,2023Q3,Male,30 - 34.5 hours,51.4
Persons aged 15-89 years in Employment,2023Q3,Male,35 - 39.5 hours,441.9
Persons aged 15-89 years in Employment,2023Q3,Male,40 - 44.5 hours,464.7
Persons aged 15-89 years in Employment,2023Q3,Male,45 hours and over,265.9
Persons aged 15-89 years in Employment,2023Q3,Male,Variable Hours (see note),30.7
Persons aged 15-89 years in Employment,2023Q3,Female,0 - 9.5 hours,42.2
Persons aged 15-89 years in Employment,2023Q3,Female,10 - 19.5 hours,129.1
Persons aged 15-89 years in Employment,2023Q3,Female,20 - 29.5 hours,233.7
Persons aged 15-89 years in Employment,2023Q3,Female,30 - 34.5 hours,116.7
Persons aged 15-89 years in Employment,2023Q3,Female,35 - 39.5 hours,407.8
Persons aged 15-89 years in Employment,2023Q3,Female,40 - 44.5 hours,241.9
Persons aged 15-89 years in Employment,2023Q3,Female,45 hours and over,80.9
Persons aged 15-89 years in Employment,2023Q3,Female,Variable Hours (see note),17.7
Persons aged 15-89 years in Employment,2023Q4,Both sexes,0 - 9.5 hours,85.4
Persons aged 15-89 years in Employment,2023Q4,Both sexes,10 - 19.5 hours,211.4
Persons aged 15-89 years in Employment,2023Q4,Both sexes,20 - 29.5 hours,312.9
Persons aged 15-89 years in Employment,2023Q4,Both sexes,30 - 34.5 hours,162.4
Persons aged 15-89 years in Employment,2023Q4,Both sexes,35 - 39.5 hours,827.7
Persons aged 15-89 years in Employment,2023Q4,Both sexes,40 - 44.5 hours,715.4
Persons aged 15-89 years in Employment,2023Q4,Both sexes,45 hours and over,342.0
Persons aged 15-89 years in Employment,2023Q4,Both sexes,Variable Hours (see note),49.3
Persons aged 15-89 years in Employment,2023Q4,Male,0 - 9.5 hours,35.0
Persons aged 15-89 years in Employment,2023Q4,Male,10 - 19.5 hours,70.2
Persons aged 15-89 years in Employment,2023Q4,Male,20 - 29.5 hours,92.9
Persons aged 15-89 years in Employment,2023Q4,Male,30 - 34.5 hours,47.9
Persons aged 15-89 years in Employment,2023Q4,Male,35 - 39.5 hours,424.7
Persons aged 15-89 years in Employment,2023Q4,Male,40 - 44.5 hours,473.3
Persons aged 15-89 years in Employment,2023Q4,Male,45 hours and over,260.8
Persons aged 15-89 years in Employment,2023Q4,Male,Variable Hours (see note),29.1
Persons aged 15-89 years in Employment,2023Q4,Female,0 - 9.5 hours,50.4
Persons aged 15-89 years in Employment,2023Q4,Female,10 - 19.5 hours,141.2
Persons aged 15-89 years in Employment,2023Q4,Female,20 - 29.5 hours,220.0
Persons aged 15-89 years in Employment,2023Q4,Female,30 - 34.5 hours,114.5
Persons aged 15-89 years in Employment,2023Q4,Female,35 - 39.5 hours,403.0
Persons aged 15-89 years in Employment,2023Q4,Female,40 - 44.5 hours,242.1
Persons aged 15-89 years in Employment,2023Q4,Female,45 hours and over,81.1
Persons aged 15-89 years in Employment,2023Q4,Female,Variable Hours (see note),20.1
Persons aged 15-89 years in Employment,2024Q1,Both sexes,0 - 9.5 hours,85.6
Persons aged 15-89 years in Employment,2024Q1,Both sexes,10 - 19.5 hours,194.7
Persons aged 15-89 years in Employment,2024Q1,Both sexes,20 - 29.5 hours,311.1
Persons aged 15-89 years in Employment,2024Q1,Both sexes,30 - 34.5 hours,162.6
Persons aged 15-89 years in Employment,2024Q1,Both sexes,35 - 39.5 hours,861.3
Persons aged 15-89 years in Employment,2024Q1,Both sexes,40 - 44.5 hours,703.5
Persons aged 15-89 years in Employment,2024Q1,Both sexes,45 hours and over,335.0
Persons aged 15-89 years in Employment,2024Q1,Both sexes,Variable Hours (see note),50.4
Persons aged 15-89 years in Employment,2024Q1,Male,0 - 9.5 hours,35.4
Persons aged 15-89 years in Employment,2024Q1,Male,10 - 19.5 hours,65.5
Persons aged 15-89 years in Employment,2024Q1,Male,20 - 29.5 hours,97.1
Persons aged 15-89 years in Employment,2024Q1,Male,30 - 34.5 hours,49.7
Persons aged 15-89 years in Employment,2024Q1,Male,35 - 39.5 hours,436.7
Persons aged 15-89 years in Employment,2024Q1,Male,40 - 44.5 hours,460.9
Persons aged 15-89 years in Employment,2024Q1,Male,45 hours and over,255.6
Persons aged 15-89 years in Employment,2024Q1,Male,Variable Hours (see note),31.0
Persons aged 15-89 years in Employment,2024Q1,Female,0 - 9.5 hours,50.2
Persons aged 15-89 years in Employment,2024Q1,Female,10 - 19.5 hours,129.2
Persons aged 15-89 years in Employment,2024Q1,Female,20 - 29.5 hours,213.9
Persons aged 15-89 years in Employment,2024Q1,Female,30 - 34.5 hours,112.9
Persons aged 15-89 years in Employment,2024Q1,Female,35 - 39.5 hours,424.6
Persons aged 15-89 years in Employment,2024Q1,Female,40 - 44.5 hours,242.6
Persons aged 15-89 years in Employment,2024Q1,Female,45 hours and over,79.4
Persons aged 15-89 years in Employment,2024Q1,Female,Variable Hours (see note),19.3
Persons aged 15-89 years in Employment,2024Q2,Both sexes,0 - 9.5 hours,70.3
Persons aged 15-89 years in Employment,2024Q2,Both sexes,10 - 19.5 hours,194.9
Persons aged 15-89 years in Employment,2024Q2,Both sexes,20 - 29.5 hours,321.3
Persons aged 15-89 years in Employment,2024Q2,Both sexes,30 - 34.5 hours,169.1
Persons aged 15-89 years in Employment,2024Q2,Both sexes,35 - 39.5 hours,911.1
Persons aged 15-89 years in Employment,2024Q2,Both sexes,40 - 44.5 hours,701.8
Persons aged 15-89 years in Employment,2024Q2,Both sexes,45 hours and over,340.4
Persons aged 15-89 years in Employment,2024Q2,Both sexes,Variable Hours (see note),45.2
Persons aged 15-89 years in Employment,2024Q2,Male,0 - 9.5 hours,29.0
Persons aged 15-89 years in Employment,2024Q2,Male,10 - 19.5 hours,60.5
Persons aged 15-89 years in Employment,2024Q2,Male,20 - 29.5 hours,94.7
Persons aged 15-89 years in Employment,2024Q2,Male,30 - 34.5 hours,46.5
Persons aged 15-89 years in Employment,2024Q2,Male,35 - 39.5 hours,467.5
Persons aged 15-89 years in Employment,2024Q2,Male,40 - 44.5 hours,462.9
Persons aged 15-89 years in Employment,2024Q2,Male,45 hours and over,259.8
Persons aged 15-89 years in Employment,2024Q2,Male,Variable Hours (see note),27.4
Persons aged 15-89 years in Employment,2024Q2,Female,0 - 9.5 hours,41.3
Persons aged 15-89 years in Employment,2024Q2,Female,10 - 19.5 hours,134.5
Persons aged 15-89 years in Employment,2024Q2,Female,20 - 29.5 hours,226.5
Persons aged 15-89 years in Employment,2024Q2,Female,30 - 34.5 hours,122.6
Persons aged 15-89 years in Employment,2024Q2,Female,35 - 39.5 hours,443.6
Persons aged 15-89 years in Employment,2024Q2,Female,40 - 44.5 hours,238.9
Persons aged 15-89 years in Employment,2024Q2,Female,45 hours and over,80.7
Persons aged 15-89 years in Employment,2024Q2,Female,Variable Hours (see note),17.9
Persons aged 15-89 years in Employment,2024Q3,Both sexes,0 - 9.5 hours,69.5
Persons aged 15-89 years in Employment,2024Q3,Both sexes,10 - 19.5 hours,198.5
Persons aged 15-89 years in Employment,2024Q3,Both sexes,20 - 29.5 hours,314.3
Persons aged 15-89 years in Employment,2024Q3,Both sexes,30 - 34.5 hours,167.3
Persons aged 15-89 years in Employment,2024Q3,Both sexes,35 - 39.5 hours,916.5
Persons aged 15-89 years in Employment,2024Q3,Both sexes,40 - 44.5 hours,739.8
Persons aged 15-89 years in Employment,2024Q3,Both sexes,45 hours and over,334.4
Persons aged 15-89 years in Employment,2024Q3,Both sexes,Variable Hours (see note),54.5
Persons aged 15-89 years in Employment,2024Q3,Male,0 - 9.5 hours,23.7
Persons aged 15-89 years in Employment,2024Q3,Male,10 - 19.5 hours,61.8
Persons aged 15-89 years in Employment,2024Q3,Male,20 - 29.5 hours,93.8
Persons aged 15-89 years in Employment,2024Q3,Male,30 - 34.5 hours,47.7
Persons aged 15-89 years in Employment,2024Q3,Male,35 - 39.5 hours,466.2
Persons aged 15-89 years in Employment,2024Q3,Male,40 - 44.5 hours,500.7
Persons aged 15-89 years in Employment,2024Q3,Male,45 hours and over,253.0
Persons aged 15-89 years in Employment,2024Q3,Male,Variable Hours (see note),30.8
Persons aged 15-89 years in Employment,2024Q3,Female,0 - 9.5 hours,45.8
Persons aged 15-89 years in Employment,2024Q3,Female,10 - 19.5 hours,136.7
Persons aged 15-89 years in Employment,2024Q3,Female,20 - 29.5 hours,220.5
