STATISTIC,Quarter,Sex,NACE Rev 2 Economic Sector,Region,value
Persons aged 15-89 years in Employment,2021Q4,Female,Construction (F),South-West,
Persons aged 15-89 years in Employment,2021Q4,Female,Construction (F),Dublin,
Persons aged 15-89 years in Employment,2021Q4,Female,Construction (F),Mid-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Construction (F),Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",State,148.5
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Border,9.3
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",West,13.8
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-West,17.1
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-East,12.5
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-West,19.1
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,41.4
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-East,24.9
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Midland,10.5
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),State,23.8
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Border,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),West,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Mid-West,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),South-West,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Dublin,7.9
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Mid-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),State,97.0
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Border,9.5
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),West,9.5
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Mid-West,9.1
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),South-East,10.4
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),South-West,18.2
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Dublin,21.3
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Mid-East,12.7
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Midland,6.2
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),State,54.9
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Border,
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),West,
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Mid-West,
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),South-West,6.6
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Dublin,30.6
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Mid-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",State,87.2
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Border,
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",West,
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Mid-West,6.7
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",South-West,9.5
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Dublin,40.9
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Mid-East,13.0
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),State,39.0
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Border,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),West,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Mid-West,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),South-West,6.1
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Dublin,16.9
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Mid-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",State,74.0
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Border,9.2
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",West,5.4
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Mid-West,5.8
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",South-West,
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Dublin,23.8
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Mid-East,12.0
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Midland,6.3
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),State,154.6
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Border,11.9
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),West,15.5
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Mid-West,16.6
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),South-East,13.1
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),South-West,23.1
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Dublin,38.3
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Mid-East,25.9
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Midland,10.2
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),State,259.7
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Border,19.0
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),West,26.9
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Mid-West,23.9
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),South-East,25.0
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),South-West,39.4
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Dublin,75.8
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Mid-East,33.2
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Midland,16.4
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),State,99.5
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Border,7.0
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),West,11.5
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Mid-West,13.6
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),South-East,10.1
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),South-West,18.3
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Dublin,19.6
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Mid-East,11.6
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Midland,7.8
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),State,114.2
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Border,7.9
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),West,12.8
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Mid-West,15.2
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),South-East,11.4
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),South-West,20.3
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Dublin,23.2
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Mid-East,14.3
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Midland,9.2
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),State,1064.3
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Border,75.9
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),West,92.9
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Mid-West,98.0
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),South-East,88.2
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),South-West,144.0
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Dublin,345.8
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Mid-East,157.5
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Midland,62.1
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",State,61.5
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Border,
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",West,
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Mid-West,
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",South-West,5.2
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Dublin,29.8
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Mid-East,10.2
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),State,64.1
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Border,
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),West,4.6
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Mid-West,5.7
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),South-East,
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),South-West,9.6
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Dublin,19.2
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Mid-East,10.0
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Midland,
Persons aged 15-89 years in Employment,2021Q4,Female,Not stated,State,
