NUTS 3 Regions,Quarter,Statistic,value
South-West,2001Q1,Persons aged 15 years and over in Labour Force (Thousand),266.7
South-West,2001Q1,ILO Unemployment Rate (15 - 74 years) (%),4.4
South-West,2001Q1,ILO Participation Rate (15 years and over) (%),59.2
South-West,2001Q2,Persons aged 15 years and over in Employment (Thousand),264.7
South-West,2001Q2,Unemployed Persons aged 15 years and over (Thousand),11.3
South-West,2001Q2,Persons aged 15 years and over in Labour Force (Thousand),276.0
South-West,2001Q2,ILO Unemployment Rate (15 - 74 years) (%),4.1
South-West,2001Q2,ILO Participation Rate (15 years and over) (%),61.1
South-West,2001Q3,Persons aged 15 years and over in Employment (Thousand),272.9
South-West,2001Q3,Unemployed Persons aged 15 years and over (Thousand),12.6
South-West,2001Q3,Persons aged 15 years and over in Labour Force (Thousand),285.5
South-West,2001Q3,ILO Unemployment Rate (15 - 74 years) (%),4.4
South-West,2001Q3,ILO Participation Rate (15 years and over) (%),62.9
South-West,2001Q4,Persons aged 15 years and over in Employment (Thousand),263.5
South-West,2001Q4,Unemployed Persons aged 15 years and over (Thousand),13.0
South-West,2001Q4,Persons aged 15 years and over in Labour Force (Thousand),276.5
South-West,2001Q4,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-West,2001Q4,ILO Participation Rate (15 years and over) (%),60.5
South-West,2002Q1,Persons aged 15 years and over in Employment (Thousand),263.3
South-West,2002Q1,Unemployed Persons aged 15 years and over (Thousand),13.4
South-West,2002Q1,Persons aged 15 years and over in Labour Force (Thousand),276.7
South-West,2002Q1,ILO Unemployment Rate (15 - 74 years) (%),4.9
South-West,2002Q1,ILO Participation Rate (15 years and over) (%),60.4
South-West,2002Q2,Persons aged 15 years and over in Employment (Thousand),266.3
South-West,2002Q2,Unemployed Persons aged 15 years and over (Thousand),13.9
South-West,2002Q2,Persons aged 15 years and over in Labour Force (Thousand),280.2
South-West,2002Q2,ILO Unemployment Rate (15 - 74 years) (%),5.0
South-West,2002Q2,ILO Participation Rate (15 years and over) (%),60.9
South-West,2002Q3,Persons aged 15 years and over in Employment (Thousand),274.8
South-West,2002Q3,Unemployed Persons aged 15 years and over (Thousand),13.4
South-West,2002Q3,Persons aged 15 years and over in Labour Force (Thousand),288.2
South-West,2002Q3,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-West,2002Q3,ILO Participation Rate (15 years and over) (%),62.3
South-West,2002Q4,Persons aged 15 years and over in Employment (Thousand),265.3
South-West,2002Q4,Unemployed Persons aged 15 years and over (Thousand),14.7
South-West,2002Q4,Persons aged 15 years and over in Labour Force (Thousand),280.0
South-West,2002Q4,ILO Unemployment Rate (15 - 74 years) (%),5.3
South-West,2002Q4,ILO Participation Rate (15 years and over) (%),60.3
South-West,2003Q1,Persons aged 15 years and over in Employment (Thousand),266.2
South-West,2003Q1,Unemployed Persons aged 15 years and over (Thousand),13.5
South-West,2003Q1,Persons aged 15 years and over in Labour Force (Thousand),279.7
South-West,2003Q1,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-West,2003Q1,ILO Participation Rate (15 years and over) (%),60.0
South-West,2003Q2,Persons aged 15 years and over in Employment (Thousand),267.5
South-West,2003Q2,Unemployed Persons aged 15 years and over (Thousand),14.5
South-West,2003Q2,Persons aged 15 years and over in Labour Force (Thousand),282.0
South-West,2003Q2,ILO Unemployment Rate (15 - 74 years) (%),5.1
South-West,2003Q2,ILO Participation Rate (15 years and over) (%),60.3
South-West,2003Q3,Persons aged 15 years and over in Employment (Thousand),280.5
South-West,2003Q3,Unemployed Persons aged 15 years and over (Thousand),14.3
South-West,2003Q3,Persons aged 15 years and over in Labour Force (Thousand),294.8
South-West,2003Q3,ILO Unemployment Rate (15 - 74 years) (%),4.9
South-West,2003Q3,ILO Participation Rate (15 years and over) (%),62.8
South-West,2003Q4,Persons aged 15 years and over in Employment (Thousand),274.5
South-West,2003Q4,Unemployed Persons aged 15 years and over (Thousand),12.5
South-West,2003Q4,Persons aged 15 years and over in Labour Force (Thousand),287.0
South-West,2003Q4,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-West,2003Q4,ILO Participation Rate (15 years and over) (%),60.8
South-West,2004Q1,Persons aged 15 years and over in Employment (Thousand),276.5
South-West,2004Q1,Unemployed Persons aged 15 years and over (Thousand),14.9
South-West,2004Q1,Persons aged 15 years and over in Labour Force (Thousand),291.4
South-West,2004Q1,ILO Unemployment Rate (15 - 74 years) (%),5.1
South-West,2004Q1,ILO Participation Rate (15 years and over) (%),61.5
South-West,2004Q2,Persons aged 15 years and over in Employment (Thousand),280.7
South-West,2004Q2,Unemployed Persons aged 15 years and over (Thousand),14.7
South-West,2004Q2,Persons aged 15 years and over in Labour Force (Thousand),295.4
South-West,2004Q2,ILO Unemployment Rate (15 - 74 years) (%),5.0
South-West,2004Q2,ILO Participation Rate (15 years and over) (%),62.2
South-West,2004Q3,Persons aged 15 years and over in Employment (Thousand),295.6
South-West,2004Q3,Unemployed Persons aged 15 years and over (Thousand),13.4
South-West,2004Q3,Persons aged 15 years and over in Labour Force (Thousand),308.9
South-West,2004Q3,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-West,2004Q3,ILO Participation Rate (15 years and over) (%),64.6
South-West,2004Q4,Persons aged 15 years and over in Employment (Thousand),289.0
South-West,2004Q4,Unemployed Persons aged 15 years and over (Thousand),13.0
South-West,2004Q4,Persons aged 15 years and over in Labour Force (Thousand),302.0
South-West,2004Q4,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-West,2004Q4,ILO Participation Rate (15 years and over) (%),62.7
South-West,2005Q1,Persons aged 15 years and over in Employment (Thousand),291.5
South-West,2005Q1,Unemployed Persons aged 15 years and over (Thousand),12.6
South-West,2005Q1,Persons aged 15 years and over in Labour Force (Thousand),304.1
South-West,2005Q1,ILO Unemployment Rate (15 - 74 years) (%),4.1
South-West,2005Q1,ILO Participation Rate (15 years and over) (%),62.8
South-West,2005Q2,Persons aged 15 years and over in Employment (Thousand),296.7
South-West,2005Q2,Unemployed Persons aged 15 years and over (Thousand),14.9
South-West,2005Q2,Persons aged 15 years and over in Labour Force (Thousand),311.6
South-West,2005Q2,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-West,2005Q2,ILO Participation Rate (15 years and over) (%),64.0
South-West,2005Q3,Persons aged 15 years and over in Employment (Thousand),309.8
South-West,2005Q3,Unemployed Persons aged 15 years and over (Thousand),13.4
South-West,2005Q3,Persons aged 15 years and over in Labour Force (Thousand),323.2
South-West,2005Q3,ILO Unemployment Rate (15 - 74 years) (%),4.2
South-West,2005Q3,ILO Participation Rate (15 years and over) (%),66.0
South-West,2005Q4,Persons aged 15 years and over in Employment (Thousand),304.7
South-West,2005Q4,Unemployed Persons aged 15 years and over (Thousand),11.6
South-West,2005Q4,Persons aged 15 years and over in Labour Force (Thousand),316.3
South-West,2005Q4,ILO Unemployment Rate (15 - 74 years) (%),3.7
South-West,2005Q4,ILO Participation Rate (15 years and over) (%),64.1
South-West,2006Q1,Persons aged 15 years and over in Employment (Thousand),303.2
South-West,2006Q1,Unemployed Persons aged 15 years and over (Thousand),12.8
South-West,2006Q1,Persons aged 15 years and over in Labour Force (Thousand),315.9
South-West,2006Q1,ILO Unemployment Rate (15 - 74 years) (%),4.1
South-West,2006Q1,ILO Participation Rate (15 years and over) (%),63.8
South-West,2006Q2,Persons aged 15 years and over in Employment (Thousand),308.7
South-West,2006Q2,Unemployed Persons aged 15 years and over (Thousand),15.4
South-West,2006Q2,Persons aged 15 years and over in Labour Force (Thousand),324.0
South-West,2006Q2,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-West,2006Q2,ILO Participation Rate (15 years and over) (%),65.4
South-West,2006Q3,Persons aged 15 years and over in Employment (Thousand),319.5
South-West,2006Q3,Unemployed Persons aged 15 years and over (Thousand),14.8
South-West,2006Q3,Persons aged 15 years and over in Labour Force (Thousand),334.4
South-West,2006Q3,ILO Unemployment Rate (15 - 74 years) (%),4.5
South-West,2006Q3,ILO Participation Rate (15 years and over) (%),66.8
South-West,2006Q4,Persons aged 15 years and over in Employment (Thousand),318.2
South-West,2006Q4,Unemployed Persons aged 15 years and over (Thousand),14.0
South-West,2006Q4,Persons aged 15 years and over in Labour Force (Thousand),332.2
South-West,2006Q4,ILO Unemployment Rate (15 - 74 years) (%),4.2
South-West,2006Q4,ILO Participation Rate (15 years and over) (%),65.8
South-West,2007Q1,Persons aged 15 years and over in Employment (Thousand),319.8
South-West,2007Q1,Unemployed Persons aged 15 years and over (Thousand),14.2
South-West,2007Q1,Persons aged 15 years and over in Labour Force (Thousand),334.0
South-West,2007Q1,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-West,2007Q1,ILO Participation Rate (15 years and over) (%),65.7
South-West,2007Q2,Persons aged 15 years and over in Employment (Thousand),324.3
South-West,2007Q2,Unemployed Persons aged 15 years and over (Thousand),14.6
South-West,2007Q2,Persons aged 15 years and over in Labour Force (Thousand),338.9
South-West,2007Q2,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-West,2007Q2,ILO Participation Rate (15 years and over) (%),66.2
South-West,2007Q3,Persons aged 15 years and over in Employment (Thousand),334.4
South-West,2007Q3,Unemployed Persons aged 15 years and over (Thousand),15.2
South-West,2007Q3,Persons aged 15 years and over in Labour Force (Thousand),349.6
South-West,2007Q3,ILO Unemployment Rate (15 - 74 years) (%),4.4
South-West,2007Q3,ILO Participation Rate (15 years and over) (%),67.8
South-West,2007Q4,Persons aged 15 years and over in Employment (Thousand),326.5
South-West,2007Q4,Unemployed Persons aged 15 years and over (Thousand),16.7
South-West,2007Q4,Persons aged 15 years and over in Labour Force (Thousand),343.2
South-West,2007Q4,ILO Unemployment Rate (15 - 74 years) (%),4.9
South-West,2007Q4,ILO Participation Rate (15 years and over) (%),66.0
South-West,2008Q1,Persons aged 15 years and over in Employment (Thousand),325.5
South-West,2008Q1,Unemployed Persons aged 15 years and over (Thousand),17.3
South-West,2008Q1,Persons aged 15 years and over in Labour Force (Thousand),342.8
South-West,2008Q1,ILO Unemployment Rate (15 - 74 years) (%),5.1
South-West,2008Q1,ILO Participation Rate (15 years and over) (%),65.6
South-West,2008Q2,Persons aged 15 years and over in Employment (Thousand),324.2
South-West,2008Q2,Unemployed Persons aged 15 years and over (Thousand),20.8
South-West,2008Q2,Persons aged 15 years and over in Labour Force (Thousand),345.0
South-West,2008Q2,ILO Unemployment Rate (15 - 74 years) (%),6.0
South-West,2008Q2,ILO Participation Rate (15 years and over) (%),65.7
South-West,2008Q3,Persons aged 15 years and over in Employment (Thousand),331.8
South-West,2008Q3,Unemployed Persons aged 15 years and over (Thousand),25.6
South-West,2008Q3,Persons aged 15 years and over in Labour Force (Thousand),357.4
South-West,2008Q3,ILO Unemployment Rate (15 - 74 years) (%),7.2
South-West,2008Q3,ILO Participation Rate (15 years and over) (%),68.0
South-West,2008Q4,Persons aged 15 years and over in Employment (Thousand),313.8
South-West,2008Q4,Unemployed Persons aged 15 years and over (Thousand),23.8
South-West,2008Q4,Persons aged 15 years and over in Labour Force (Thousand),337.6
South-West,2008Q4,ILO Unemployment Rate (15 - 74 years) (%),7.1
South-West,2008Q4,ILO Participation Rate (15 years and over) (%),64.2
South-West,2009Q1,Persons aged 15 years and over in Employment (Thousand),301.8
South-West,2009Q1,Unemployed Persons aged 15 years and over (Thousand),36.4
South-West,2009Q1,Persons aged 15 years and over in Labour Force (Thousand),338.1
South-West,2009Q1,ILO Unemployment Rate (15 - 74 years) (%),10.8
South-West,2009Q1,ILO Participation Rate (15 years and over) (%),64.2
South-West,2009Q2,Persons aged 15 years and over in Employment (Thousand),302.3
South-West,2009Q2,Unemployed Persons aged 15 years and over (Thousand),42.2
South-West,2009Q2,Persons aged 15 years and over in Labour Force (Thousand),344.5
South-West,2009Q2,ILO Unemployment Rate (15 - 74 years) (%),12.3
South-West,2009Q2,ILO Participation Rate (15 years and over) (%),65.3
South-West,2009Q3,Persons aged 15 years and over in Employment (Thousand),300.4
South-West,2009Q3,Unemployed Persons aged 15 years and over (Thousand),44.5
South-West,2009Q3,Persons aged 15 years and over in Labour Force (Thousand),344.9
South-West,2009Q3,ILO Unemployment Rate (15 - 74 years) (%),12.9
South-West,2009Q3,ILO Participation Rate (15 years and over) (%),65.5
South-West,2009Q4,Persons aged 15 years and over in Employment (Thousand),290.1
South-West,2009Q4,Unemployed Persons aged 15 years and over (Thousand),41.9
South-West,2009Q4,Persons aged 15 years and over in Labour Force (Thousand),332.0
South-West,2009Q4,ILO Unemployment Rate (15 - 74 years) (%),12.7
South-West,2009Q4,ILO Participation Rate (15 years and over) (%),63.1
South-West,2010Q1,Persons aged 15 years and over in Employment (Thousand),285.6
South-West,2010Q1,Unemployed Persons aged 15 years and over (Thousand),43.4
South-West,2010Q1,Persons aged 15 years and over in Labour Force (Thousand),329.0
South-West,2010Q1,ILO Unemployment Rate (15 - 74 years) (%),13.3
South-West,2010Q1,ILO Participation Rate (15 years and over) (%),62.6
South-West,2010Q2,Persons aged 15 years and over in Employment (Thousand),292.5
South-West,2010Q2,Unemployed Persons aged 15 years and over (Thousand),47.1
South-West,2010Q2,Persons aged 15 years and over in Labour Force (Thousand),339.6
South-West,2010Q2,ILO Unemployment Rate (15 - 74 years) (%),13.9
South-West,2010Q2,ILO Participation Rate (15 years and over) (%),64.6
South-West,2010Q3,Persons aged 15 years and over in Employment (Thousand),289.6
South-West,2010Q3,Unemployed Persons aged 15 years and over (Thousand),50.0
South-West,2010Q3,Persons aged 15 years and over in Labour Force (Thousand),339.7
South-West,2010Q3,ILO Unemployment Rate (15 - 74 years) (%),14.8
South-West,2010Q3,ILO Participation Rate (15 years and over) (%),64.7
South-West,2010Q4,Persons aged 15 years and over in Employment (Thousand),279.2
South-West,2010Q4,Unemployed Persons aged 15 years and over (Thousand),45.6
South-West,2010Q4,Persons aged 15 years and over in Labour Force (Thousand),324.8
South-West,2010Q4,ILO Unemployment Rate (15 - 74 years) (%),14.1
South-West,2010Q4,ILO Participation Rate (15 years and over) (%),61.9
South-West,2011Q1,Persons aged 15 years and over in Employment (Thousand),274.1
South-West,2011Q1,Unemployed Persons aged 15 years and over (Thousand),48.1
South-West,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),322.2
South-West,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),15.0
South-West,2011Q1,ILO Participation Rate (15 years and over) (%),61.4
South-West,2011Q2,Persons aged 15 years and over in Employment (Thousand),276.1
South-West,2011Q2,Unemployed Persons aged 15 years and over (Thousand),48.4
South-West,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),324.5
South-West,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),14.9
South-West,2011Q2,ILO Participation Rate (15 years and over) (%),61.9
South-West,2011Q3,Persons aged 15 years and over in Employment (Thousand),279.9
South-West,2011Q3,Unemployed Persons aged 15 years and over (Thousand),50.6
South-West,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),330.4
South-West,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),15.3
South-West,2011Q3,ILO Participation Rate (15 years and over) (%),63.0
South-West,2011Q4,Persons aged 15 years and over in Employment (Thousand),278.9
South-West,2011Q4,Unemployed Persons aged 15 years and over (Thousand),47.5
South-West,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),326.4
South-West,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),14.6
