STATISTIC,Quarter,Age Group,Sex,Marital Status,value
ILO Participation Rates  (%),2020Q1,15 - 19 years,Both sexes,Single - never married,23.9
ILO Participation Rates  (%),2020Q1,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Both sexes,All marital status,24.0
ILO Participation Rates  (%),2020Q1,15 - 19 years,Male,Single - never married,24.7
ILO Participation Rates  (%),2020Q1,15 - 19 years,Male,Married,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Male,All marital status,24.7
ILO Participation Rates  (%),2020Q1,15 - 19 years,Female,Single - never married,23.1
ILO Participation Rates  (%),2020Q1,15 - 19 years,Female,Married,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q1,15 - 19 years,Female,All marital status,23.2
ILO Participation Rates  (%),2020Q1,15 years and over,Both sexes,Single - never married,64.0
ILO Participation Rates  (%),2020Q1,15 years and over,Both sexes,Married,65.7
ILO Participation Rates  (%),2020Q1,15 years and over,Both sexes,Widowed,15.8
ILO Participation Rates  (%),2020Q1,15 years and over,Both sexes,Separated or divorced,58.3
ILO Participation Rates  (%),2020Q1,15 years and over,Both sexes,All marital status,62.2
ILO Participation Rates  (%),2020Q1,15 years and over,Male,Single - never married,65.7
ILO Participation Rates  (%),2020Q1,15 years and over,Male,Married,74.0
ILO Participation Rates  (%),2020Q1,15 years and over,Male,Widowed,18.3
ILO Participation Rates  (%),2020Q1,15 years and over,Male,Separated or divorced,59.8
ILO Participation Rates  (%),2020Q1,15 years and over,Male,All marital status,68.5
ILO Participation Rates  (%),2020Q1,15 years and over,Female,Single - never married,62.3
ILO Participation Rates  (%),2020Q1,15 years and over,Female,Married,57.3
ILO Participation Rates  (%),2020Q1,15 years and over,Female,Widowed,15.0
ILO Participation Rates  (%),2020Q1,15 years and over,Female,Separated or divorced,57.3
ILO Participation Rates  (%),2020Q1,15 years and over,Female,All marital status,56.0
ILO Participation Rates  (%),2020Q1,20 - 24 years,Both sexes,Single - never married,68.3
ILO Participation Rates  (%),2020Q1,20 - 24 years,Both sexes,Married,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Both sexes,All marital status,68.4
ILO Participation Rates  (%),2020Q1,20 - 24 years,Male,Single - never married,70.5
ILO Participation Rates  (%),2020Q1,20 - 24 years,Male,Married,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Male,All marital status,70.7
ILO Participation Rates  (%),2020Q1,20 - 24 years,Female,Single - never married,66.0
ILO Participation Rates  (%),2020Q1,20 - 24 years,Female,Married,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q1,20 - 24 years,Female,All marital status,66.1
ILO Participation Rates  (%),2020Q1,25 - 34 years,Both sexes,Single - never married,86.8
ILO Participation Rates  (%),2020Q1,25 - 34 years,Both sexes,Married,81.7
ILO Participation Rates  (%),2020Q1,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q1,25 - 34 years,Both sexes,Separated or divorced,63.3
ILO Participation Rates  (%),2020Q1,25 - 34 years,Both sexes,All marital status,85.1
ILO Participation Rates  (%),2020Q1,25 - 34 years,Male,Single - never married,89.8
ILO Participation Rates  (%),2020Q1,25 - 34 years,Male,Married,95.6
ILO Participation Rates  (%),2020Q1,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,25 - 34 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q1,25 - 34 years,Male,All marital status,91.0
ILO Participation Rates  (%),2020Q1,25 - 34 years,Female,Single - never married,83.4
ILO Participation Rates  (%),2020Q1,25 - 34 years,Female,Married,71.7
ILO Participation Rates  (%),2020Q1,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2020Q1,25 - 34 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q1,25 - 34 years,Female,All marital status,79.3
ILO Participation Rates  (%),2020Q1,35 - 44 years,Both sexes,Single - never married,80.9
ILO Participation Rates  (%),2020Q1,35 - 44 years,Both sexes,Married,85.1
ILO Participation Rates  (%),2020Q1,35 - 44 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q1,35 - 44 years,Both sexes,Separated or divorced,80.7
ILO Participation Rates  (%),2020Q1,35 - 44 years,Both sexes,All marital status,83.7
ILO Participation Rates  (%),2020Q1,35 - 44 years,Male,Single - never married,83.5
ILO Participation Rates  (%),2020Q1,35 - 44 years,Male,Married,95.4
ILO Participation Rates  (%),2020Q1,35 - 44 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,35 - 44 years,Male,Separated or divorced,87.8
ILO Participation Rates  (%),2020Q1,35 - 44 years,Male,All marital status,91.5
ILO Participation Rates  (%),2020Q1,35 - 44 years,Female,Single - never married,78.3
ILO Participation Rates  (%),2020Q1,35 - 44 years,Female,Married,75.2
ILO Participation Rates  (%),2020Q1,35 - 44 years,Female,Widowed,
ILO Participation Rates  (%),2020Q1,35 - 44 years,Female,Separated or divorced,77.3
ILO Participation Rates  (%),2020Q1,35 - 44 years,Female,All marital status,76.2
ILO Participation Rates  (%),2020Q1,45 - 54 years,Both sexes,Single - never married,77.9
ILO Participation Rates  (%),2020Q1,45 - 54 years,Both sexes,Married,84.6
ILO Participation Rates  (%),2020Q1,45 - 54 years,Both sexes,Widowed,74.1
ILO Participation Rates  (%),2020Q1,45 - 54 years,Both sexes,Separated or divorced,74.6
ILO Participation Rates  (%),2020Q1,45 - 54 years,Both sexes,All marital status,82.3
ILO Participation Rates  (%),2020Q1,45 - 54 years,Male,Single - never married,77.9
ILO Participation Rates  (%),2020Q1,45 - 54 years,Male,Married,92.8
ILO Participation Rates  (%),2020Q1,45 - 54 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,45 - 54 years,Male,Separated or divorced,83.8
ILO Participation Rates  (%),2020Q1,45 - 54 years,Male,All marital status,89.1
ILO Participation Rates  (%),2020Q1,45 - 54 years,Female,Single - never married,77.8
ILO Participation Rates  (%),2020Q1,45 - 54 years,Female,Married,76.0
ILO Participation Rates  (%),2020Q1,45 - 54 years,Female,Widowed,77.1
ILO Participation Rates  (%),2020Q1,45 - 54 years,Female,Separated or divorced,69.9
ILO Participation Rates  (%),2020Q1,45 - 54 years,Female,All marital status,75.7
ILO Participation Rates  (%),2020Q1,55 - 59 years,Both sexes,Single - never married,64.7
ILO Participation Rates  (%),2020Q1,55 - 59 years,Both sexes,Married,75.1
ILO Participation Rates  (%),2020Q1,55 - 59 years,Both sexes,Widowed,49.2
ILO Participation Rates  (%),2020Q1,55 - 59 years,Both sexes,Separated or divorced,69.6
ILO Participation Rates  (%),2020Q1,55 - 59 years,Both sexes,All marital status,71.9
ILO Participation Rates  (%),2020Q1,55 - 59 years,Male,Single - never married,59.7
ILO Participation Rates  (%),2020Q1,55 - 59 years,Male,Married,86.8
ILO Participation Rates  (%),2020Q1,55 - 59 years,Male,Widowed,
ILO Participation Rates  (%),2020Q1,55 - 59 years,Male,Separated or divorced,72.0
ILO Participation Rates  (%),2020Q1,55 - 59 years,Male,All marital status,80.5
ILO Participation Rates  (%),2020Q1,55 - 59 years,Female,Single - never married,70.3
ILO Participation Rates  (%),2020Q1,55 - 59 years,Female,Married,62.7
ILO Participation Rates  (%),2020Q1,55 - 59 years,Female,Widowed,46.7
ILO Participation Rates  (%),2020Q1,55 - 59 years,Female,Separated or divorced,67.8
ILO Participation Rates  (%),2020Q1,55 - 59 years,Female,All marital status,63.5
ILO Participation Rates  (%),2020Q1,60 - 64 years,Both sexes,Single - never married,53.4
ILO Participation Rates  (%),2020Q1,60 - 64 years,Both sexes,Married,58.3
ILO Participation Rates  (%),2020Q1,60 - 64 years,Both sexes,Widowed,51.9
ILO Participation Rates  (%),2020Q1,60 - 64 years,Both sexes,Separated or divorced,50.4
ILO Participation Rates  (%),2020Q1,60 - 64 years,Both sexes,All marital status,56.4
ILO Participation Rates  (%),2020Q1,60 - 64 years,Male,Single - never married,50.9
ILO Participation Rates  (%),2020Q1,60 - 64 years,Male,Married,71.0
ILO Participation Rates  (%),2020Q1,60 - 64 years,Male,Widowed,52.0
ILO Participation Rates  (%),2020Q1,60 - 64 years,Male,Separated or divorced,55.8
ILO Participation Rates  (%),2020Q1,60 - 64 years,Male,All marital status,65.7
ILO Participation Rates  (%),2020Q1,60 - 64 years,Female,Single - never married,57.0
ILO Participation Rates  (%),2020Q1,60 - 64 years,Female,Married,45.4
ILO Participation Rates  (%),2020Q1,60 - 64 years,Female,Widowed,51.8
ILO Participation Rates  (%),2020Q1,60 - 64 years,Female,Separated or divorced,46.7
ILO Participation Rates  (%),2020Q1,60 - 64 years,Female,All marital status,47.3
ILO Participation Rates  (%),2020Q1,65 years and over,Both sexes,Single - never married,15.5
ILO Participation Rates  (%),2020Q1,65 years and over,Both sexes,Married,14.3
ILO Participation Rates  (%),2020Q1,65 years and over,Both sexes,Widowed,6.3
ILO Participation Rates  (%),2020Q1,65 years and over,Both sexes,Separated or divorced,16.0
ILO Participation Rates  (%),2020Q1,65 years and over,Both sexes,All marital status,12.7
ILO Participation Rates  (%),2020Q1,65 years and over,Male,Single - never married,19.0
ILO Participation Rates  (%),2020Q1,65 years and over,Male,Married,19.7
ILO Participation Rates  (%),2020Q1,65 years and over,Male,Widowed,9.7
ILO Participation Rates  (%),2020Q1,65 years and over,Male,Separated or divorced,17.2
ILO Participation Rates  (%),2020Q1,65 years and over,Male,All marital status,18.3
ILO Participation Rates  (%),2020Q1,65 years and over,Female,Single - never married,10.7
ILO Participation Rates  (%),2020Q1,65 years and over,Female,Married,8.3
ILO Participation Rates  (%),2020Q1,65 years and over,Female,Widowed,5.2
ILO Participation Rates  (%),2020Q1,65 years and over,Female,Separated or divorced,14.8
ILO Participation Rates  (%),2020Q1,65 years and over,Female,All marital status,7.9
ILO Participation Rates  (%),2020Q2,15 - 19 years,Both sexes,Single - never married,17.1
ILO Participation Rates  (%),2020Q2,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Both sexes,All marital status,17.1
ILO Participation Rates  (%),2020Q2,15 - 19 years,Male,Single - never married,18.5
ILO Participation Rates  (%),2020Q2,15 - 19 years,Male,Married,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Male,All marital status,18.5
ILO Participation Rates  (%),2020Q2,15 - 19 years,Female,Single - never married,15.7
ILO Participation Rates  (%),2020Q2,15 - 19 years,Female,Married,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q2,15 - 19 years,Female,All marital status,15.7
ILO Participation Rates  (%),2020Q2,15 years and over,Both sexes,Single - never married,56.8
ILO Participation Rates  (%),2020Q2,15 years and over,Both sexes,Married,61.7
ILO Participation Rates  (%),2020Q2,15 years and over,Both sexes,Widowed,14.9
ILO Participation Rates  (%),2020Q2,15 years and over,Both sexes,Separated or divorced,52.5
ILO Participation Rates  (%),2020Q2,15 years and over,Both sexes,All marital status,56.9
ILO Participation Rates  (%),2020Q2,15 years and over,Male,Single - never married,59.1
ILO Participation Rates  (%),2020Q2,15 years and over,Male,Married,70.4
ILO Participation Rates  (%),2020Q2,15 years and over,Male,Widowed,20.7
ILO Participation Rates  (%),2020Q2,15 years and over,Male,Separated or divorced,55.8
ILO Participation Rates  (%),2020Q2,15 years and over,Male,All marital status,63.6
ILO Participation Rates  (%),2020Q2,15 years and over,Female,Single - never married,54.2
ILO Participation Rates  (%),2020Q2,15 years and over,Female,Married,52.9
ILO Participation Rates  (%),2020Q2,15 years and over,Female,Widowed,12.8
ILO Participation Rates  (%),2020Q2,15 years and over,Female,Separated or divorced,50.5
ILO Participation Rates  (%),2020Q2,15 years and over,Female,All marital status,50.3
ILO Participation Rates  (%),2020Q2,20 - 24 years,Both sexes,Single - never married,58.0
ILO Participation Rates  (%),2020Q2,20 - 24 years,Both sexes,Married,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Both sexes,All marital status,57.7
ILO Participation Rates  (%),2020Q2,20 - 24 years,Male,Single - never married,56.4
ILO Participation Rates  (%),2020Q2,20 - 24 years,Male,Married,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Male,All marital status,56.7
ILO Participation Rates  (%),2020Q2,20 - 24 years,Female,Single - never married,59.6
ILO Participation Rates  (%),2020Q2,20 - 24 years,Female,Married,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q2,20 - 24 years,Female,All marital status,58.9
ILO Participation Rates  (%),2020Q2,25 - 34 years,Both sexes,Single - never married,77.9
ILO Participation Rates  (%),2020Q2,25 - 34 years,Both sexes,Married,75.8
ILO Participation Rates  (%),2020Q2,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Both sexes,All marital status,77.2
ILO Participation Rates  (%),2020Q2,25 - 34 years,Male,Single - never married,83.2
ILO Participation Rates  (%),2020Q2,25 - 34 years,Male,Married,89.3
ILO Participation Rates  (%),2020Q2,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Male,Separated or divorced,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Male,All marital status,84.5
ILO Participation Rates  (%),2020Q2,25 - 34 years,Female,Single - never married,72.0
ILO Participation Rates  (%),2020Q2,25 - 34 years,Female,Married,67.2
ILO Participation Rates  (%),2020Q2,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Female,Separated or divorced,
ILO Participation Rates  (%),2020Q2,25 - 34 years,Female,All marital status,70.2
ILO Participation Rates  (%),2020Q2,35 - 44 years,Both sexes,Single - never married,74.4
ILO Participation Rates  (%),2020Q2,35 - 44 years,Both sexes,Married,80.4
ILO Participation Rates  (%),2020Q2,35 - 44 years,Both sexes,Widowed,
ILO Participation Rates  (%),2020Q2,35 - 44 years,Both sexes,Separated or divorced,70.1
ILO Participation Rates  (%),2020Q2,35 - 44 years,Both sexes,All marital status,78.2
ILO Participation Rates  (%),2020Q2,35 - 44 years,Male,Single - never married,81.2
ILO Participation Rates  (%),2020Q2,35 - 44 years,Male,Married,90.3
ILO Participation Rates  (%),2020Q2,35 - 44 years,Male,Widowed,
ILO Participation Rates  (%),2020Q2,35 - 44 years,Male,Separated or divorced,80.3
ILO Participation Rates  (%),2020Q2,35 - 44 years,Male,All marital status,87.3
ILO Participation Rates  (%),2020Q2,35 - 44 years,Female,Single - never married,67.3
ILO Participation Rates  (%),2020Q2,35 - 44 years,Female,Married,70.7
ILO Participation Rates  (%),2020Q2,35 - 44 years,Female,Widowed,
ILO Participation Rates  (%),2020Q2,35 - 44 years,Female,Separated or divorced,66.4
ILO Participation Rates  (%),2020Q2,35 - 44 years,Female,All marital status,69.7
ILO Participation Rates  (%),2020Q2,45 - 54 years,Both sexes,Single - never married,72.5
ILO Participation Rates  (%),2020Q2,45 - 54 years,Both sexes,Married,80.4
ILO Participation Rates  (%),2020Q2,45 - 54 years,Both sexes,Widowed,59.7
ILO Participation Rates  (%),2020Q2,45 - 54 years,Both sexes,Separated or divorced,67.8
ILO Participation Rates  (%),2020Q2,45 - 54 years,Both sexes,All marital status,77.5
ILO Participation Rates  (%),2020Q2,45 - 54 years,Male,Single - never married,71.0
ILO Participation Rates  (%),2020Q2,45 - 54 years,Male,Married,90.9
ILO Participation Rates  (%),2020Q2,45 - 54 years,Male,Widowed,
ILO Participation Rates  (%),2020Q2,45 - 54 years,Male,Separated or divorced,72.3
