Statistic,Quarter,Sex,ILO Economic Status,value
Persons aged 15 years and over,2019Q3,Female,All ILO economic status,2016.4
Persons aged 15 years and over,2019Q3,Female,In labour force,1128.7
Persons aged 15 years and over,2019Q3,Female,In employment,1072.2
Persons aged 15 years and over,2019Q3,Female,In employment full-time,737.3
Persons aged 15 years and over,2019Q3,Female,In employment part-time,334.9
Persons aged 15 years and over,2019Q3,Female,In employment part-time - not underemployed,266.9
Persons aged 15 years and over,2019Q3,Female,In employment part-time - underemployed,68.0
Persons aged 15 years and over,2019Q3,Female,Unemployed,56.5
Persons aged 15 years and over,2019Q3,Female,Unemployed seeking full-time work/future job-starter,32.6
Persons aged 15 years and over,2019Q3,Female,Unemployed seeking part-time work,22.4
Persons aged 15 years and over,2019Q3,Female,Not in labour force,887.7
Persons aged 15 years and over,2019Q3,Female,Potential additional labour force,59.8
Persons aged 15 years and over,2019Q3,Female,Others not in labour force,827.9
Persons aged 15 years and over,2019Q3,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2019Q4,Both sexes,All ILO economic status,3980.0
Persons aged 15 years and over,2019Q4,Both sexes,In labour force,2489.4
Persons aged 15 years and over,2019Q4,Both sexes,In employment,2377.8
Persons aged 15 years and over,2019Q4,Both sexes,In employment full-time,1881.6
Persons aged 15 years and over,2019Q4,Both sexes,In employment part-time,496.2
Persons aged 15 years and over,2019Q4,Both sexes,In employment part-time - not underemployed,386.6
Persons aged 15 years and over,2019Q4,Both sexes,In employment part-time - underemployed,109.6
Persons aged 15 years and over,2019Q4,Both sexes,Unemployed,111.6
Persons aged 15 years and over,2019Q4,Both sexes,Unemployed seeking full-time work/future job-starter,80.0
Persons aged 15 years and over,2019Q4,Both sexes,Unemployed seeking part-time work,28.7
Persons aged 15 years and over,2019Q4,Both sexes,Not in labour force,1490.6
Persons aged 15 years and over,2019Q4,Both sexes,Potential additional labour force,100.7
Persons aged 15 years and over,2019Q4,Both sexes,Others not in labour force,1390.0
Persons aged 15 years and over,2019Q4,Both sexes,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2019Q4,Male,All ILO economic status,1954.0
Persons aged 15 years and over,2019Q4,Male,In labour force,1346.3
Persons aged 15 years and over,2019Q4,Male,In employment,1283.4
Persons aged 15 years and over,2019Q4,Male,In employment full-time,1129.5
Persons aged 15 years and over,2019Q4,Male,In employment part-time,153.9
Persons aged 15 years and over,2019Q4,Male,In employment part-time - not underemployed,107.6
Persons aged 15 years and over,2019Q4,Male,In employment part-time - underemployed,46.3
Persons aged 15 years and over,2019Q4,Male,Unemployed,62.9
Persons aged 15 years and over,2019Q4,Male,Unemployed seeking full-time work/future job-starter,50.5
Persons aged 15 years and over,2019Q4,Male,Unemployed seeking part-time work,11.3
Persons aged 15 years and over,2019Q4,Male,Not in labour force,607.7
Persons aged 15 years and over,2019Q4,Male,Potential additional labour force,43.8
Persons aged 15 years and over,2019Q4,Male,Others not in labour force,563.9
Persons aged 15 years and over,2019Q4,Male,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2019Q4,Female,All ILO economic status,2026.0
Persons aged 15 years and over,2019Q4,Female,In labour force,1143.1
Persons aged 15 years and over,2019Q4,Female,In employment,1094.4
Persons aged 15 years and over,2019Q4,Female,In employment full-time,752.0
Persons aged 15 years and over,2019Q4,Female,In employment part-time,342.3
Persons aged 15 years and over,2019Q4,Female,In employment part-time - not underemployed,279.0
Persons aged 15 years and over,2019Q4,Female,In employment part-time - underemployed,63.3
Persons aged 15 years and over,2019Q4,Female,Unemployed,48.8
Persons aged 15 years and over,2019Q4,Female,Unemployed seeking full-time work/future job-starter,29.5
Persons aged 15 years and over,2019Q4,Female,Unemployed seeking part-time work,17.4
Persons aged 15 years and over,2019Q4,Female,Not in labour force,882.9
Persons aged 15 years and over,2019Q4,Female,Potential additional labour force,56.8
Persons aged 15 years and over,2019Q4,Female,Others not in labour force,826.1
Persons aged 15 years and over,2019Q4,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q1,Both sexes,All ILO economic status,3996.9
Persons aged 15 years and over,2020Q1,Both sexes,In labour force,2484.5
Persons aged 15 years and over,2020Q1,Both sexes,In employment,2368.8
Persons aged 15 years and over,2020Q1,Both sexes,In employment full-time,1884.4
Persons aged 15 years and over,2020Q1,Both sexes,In employment part-time,484.3
Persons aged 15 years and over,2020Q1,Both sexes,In employment part-time - not underemployed,371.4
Persons aged 15 years and over,2020Q1,Both sexes,In employment part-time - underemployed,113.0
Persons aged 15 years and over,2020Q1,Both sexes,Unemployed,115.7
Persons aged 15 years and over,2020Q1,Both sexes,Unemployed seeking full-time work/future job-starter,82.0
Persons aged 15 years and over,2020Q1,Both sexes,Unemployed seeking part-time work,29.8
Persons aged 15 years and over,2020Q1,Both sexes,Not in labour force,1512.5
Persons aged 15 years and over,2020Q1,Both sexes,Potential additional labour force,110.5
Persons aged 15 years and over,2020Q1,Both sexes,Others not in labour force,1402.0
Persons aged 15 years and over,2020Q1,Both sexes,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q1,Male,All ILO economic status,1961.0
Persons aged 15 years and over,2020Q1,Male,In labour force,1343.7
Persons aged 15 years and over,2020Q1,Male,In employment,1279.6
Persons aged 15 years and over,2020Q1,Male,In employment full-time,1136.8
Persons aged 15 years and over,2020Q1,Male,In employment part-time,142.8
Persons aged 15 years and over,2020Q1,Male,In employment part-time - not underemployed,99.6
Persons aged 15 years and over,2020Q1,Male,In employment part-time - underemployed,43.2
Persons aged 15 years and over,2020Q1,Male,Unemployed,64.1
Persons aged 15 years and over,2020Q1,Male,Unemployed seeking full-time work/future job-starter,52.4
Persons aged 15 years and over,2020Q1,Male,Unemployed seeking part-time work,9.5
Persons aged 15 years and over,2020Q1,Male,Not in labour force,617.3
Persons aged 15 years and over,2020Q1,Male,Potential additional labour force,52.6
Persons aged 15 years and over,2020Q1,Male,Others not in labour force,564.7
Persons aged 15 years and over,2020Q1,Male,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q1,Female,All ILO economic status,2035.9
Persons aged 15 years and over,2020Q1,Female,In labour force,1140.7
Persons aged 15 years and over,2020Q1,Female,In employment,1089.2
Persons aged 15 years and over,2020Q1,Female,In employment full-time,747.7
Persons aged 15 years and over,2020Q1,Female,In employment part-time,341.5
Persons aged 15 years and over,2020Q1,Female,In employment part-time - not underemployed,271.8
Persons aged 15 years and over,2020Q1,Female,In employment part-time - underemployed,69.8
Persons aged 15 years and over,2020Q1,Female,Unemployed,51.5
Persons aged 15 years and over,2020Q1,Female,Unemployed seeking full-time work/future job-starter,29.5
Persons aged 15 years and over,2020Q1,Female,Unemployed seeking part-time work,20.3
Persons aged 15 years and over,2020Q1,Female,Not in labour force,895.2
Persons aged 15 years and over,2020Q1,Female,Potential additional labour force,57.9
Persons aged 15 years and over,2020Q1,Female,Others not in labour force,837.3
Persons aged 15 years and over,2020Q1,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q2,Both sexes,All ILO economic status,4016.2
Persons aged 15 years and over,2020Q2,Both sexes,In labour force,2283.9
Persons aged 15 years and over,2020Q2,Both sexes,In employment,2161.3
Persons aged 15 years and over,2020Q2,Both sexes,In employment full-time,1790.0
Persons aged 15 years and over,2020Q2,Both sexes,In employment part-time,371.3
Persons aged 15 years and over,2020Q2,Both sexes,In employment part-time - not underemployed,275.3
Persons aged 15 years and over,2020Q2,Both sexes,In employment part-time - underemployed,96.0
Persons aged 15 years and over,2020Q2,Both sexes,Unemployed,122.6
Persons aged 15 years and over,2020Q2,Both sexes,Unemployed seeking full-time work/future job-starter,89.0
Persons aged 15 years and over,2020Q2,Both sexes,Unemployed seeking part-time work,29.5
Persons aged 15 years and over,2020Q2,Both sexes,Not in labour force,1732.4
Persons aged 15 years and over,2020Q2,Both sexes,Potential additional labour force,295.7
Persons aged 15 years and over,2020Q2,Both sexes,Others not in labour force,1436.6
Persons aged 15 years and over,2020Q2,Both sexes,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q2,Male,All ILO economic status,1971.8
Persons aged 15 years and over,2020Q2,Male,In labour force,1254.6
Persons aged 15 years and over,2020Q2,Male,In employment,1187.6
Persons aged 15 years and over,2020Q2,Male,In employment full-time,1075.7
Persons aged 15 years and over,2020Q2,Male,In employment part-time,111.9
Persons aged 15 years and over,2020Q2,Male,In employment part-time - not underemployed,72.9
Persons aged 15 years and over,2020Q2,Male,In employment part-time - underemployed,39.0
Persons aged 15 years and over,2020Q2,Male,Unemployed,67.0
Persons aged 15 years and over,2020Q2,Male,Unemployed seeking full-time work/future job-starter,52.5
Persons aged 15 years and over,2020Q2,Male,Unemployed seeking part-time work,12.1
Persons aged 15 years and over,2020Q2,Male,Not in labour force,717.2
Persons aged 15 years and over,2020Q2,Male,Potential additional labour force,141.5
Persons aged 15 years and over,2020Q2,Male,Others not in labour force,575.7
Persons aged 15 years and over,2020Q2,Male,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q2,Female,All ILO economic status,2044.4
Persons aged 15 years and over,2020Q2,Female,In labour force,1029.3
Persons aged 15 years and over,2020Q2,Female,In employment,973.7
Persons aged 15 years and over,2020Q2,Female,In employment full-time,714.3
Persons aged 15 years and over,2020Q2,Female,In employment part-time,259.3
Persons aged 15 years and over,2020Q2,Female,In employment part-time - not underemployed,202.4
Persons aged 15 years and over,2020Q2,Female,In employment part-time - underemployed,57.0
Persons aged 15 years and over,2020Q2,Female,Unemployed,55.6
Persons aged 15 years and over,2020Q2,Female,Unemployed seeking full-time work/future job-starter,36.5
Persons aged 15 years and over,2020Q2,Female,Unemployed seeking part-time work,17.4
Persons aged 15 years and over,2020Q2,Female,Not in labour force,1015.1
Persons aged 15 years and over,2020Q2,Female,Potential additional labour force,154.2
Persons aged 15 years and over,2020Q2,Female,Others not in labour force,860.9
Persons aged 15 years and over,2020Q2,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q3,Both sexes,All ILO economic status,4029.8
Persons aged 15 years and over,2020Q3,Both sexes,In labour force,2456.3
Persons aged 15 years and over,2020Q3,Both sexes,In employment,2275.0
Persons aged 15 years and over,2020Q3,Both sexes,In employment full-time,1849.5
Persons aged 15 years and over,2020Q3,Both sexes,In employment part-time,425.5
Persons aged 15 years and over,2020Q3,Both sexes,In employment part-time - not underemployed,315.4
Persons aged 15 years and over,2020Q3,Both sexes,In employment part-time - underemployed,110.1
Persons aged 15 years and over,2020Q3,Both sexes,Unemployed,181.4
Persons aged 15 years and over,2020Q3,Both sexes,Unemployed seeking full-time work/future job-starter,133.6
Persons aged 15 years and over,2020Q3,Both sexes,Unemployed seeking part-time work,40.5
Persons aged 15 years and over,2020Q3,Both sexes,Not in labour force,1573.5
Persons aged 15 years and over,2020Q3,Both sexes,Potential additional labour force,177.3
Persons aged 15 years and over,2020Q3,Both sexes,Others not in labour force,1396.2
Persons aged 15 years and over,2020Q3,Both sexes,Unemployed seeking work as self-employed,7.3
Persons aged 15 years and over,2020Q3,Male,All ILO economic status,1978.6
Persons aged 15 years and over,2020Q3,Male,In labour force,1333.6
Persons aged 15 years and over,2020Q3,Male,In employment,1240.7
Persons aged 15 years and over,2020Q3,Male,In employment full-time,1106.5
Persons aged 15 years and over,2020Q3,Male,In employment part-time,134.2
Persons aged 15 years and over,2020Q3,Male,In employment part-time - not underemployed,86.0
Persons aged 15 years and over,2020Q3,Male,In employment part-time - underemployed,48.2
Persons aged 15 years and over,2020Q3,Male,Unemployed,92.9
Persons aged 15 years and over,2020Q3,Male,Unemployed seeking full-time work/future job-starter,74.4
Persons aged 15 years and over,2020Q3,Male,Unemployed seeking part-time work,14.0
Persons aged 15 years and over,2020Q3,Male,Not in labour force,645.0
Persons aged 15 years and over,2020Q3,Male,Potential additional labour force,87.6
Persons aged 15 years and over,2020Q3,Male,Others not in labour force,557.4
Persons aged 15 years and over,2020Q3,Male,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2020Q3,Female,All ILO economic status,2051.2
