Statistic,Sex,NACE Rev 2 Economic Sector,Region,Quarter,value
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2006Q2,25.8
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2006Q3,24.1
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2006Q4,26.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2007Q1,27.4
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2007Q2,26.0
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2007Q3,25.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2007Q4,25.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2008Q1,24.0
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2008Q2,26.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2008Q3,26.6
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2008Q4,30.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2009Q1,31.1
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2009Q2,31.2
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2009Q3,27.9
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2009Q4,29.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2010Q1,27.6
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2010Q2,28.1
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2010Q3,30.6
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2010Q4,30.5
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2011Q1,30.2
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2011Q2,30.1
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2011Q3,28.3
Person aged 15 years and over in Employment ,Female,Education (P),Dublin,2011Q4,27.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1998Q1,6.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1998Q2,6.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1998Q3,6.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1998Q4,6.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1999Q1,6.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1999Q2,6.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1999Q3,6.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,1999Q4,7.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2000Q1,6.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2000Q2,7.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2000Q3,6.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2000Q4,7.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2001Q1,7.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2001Q2,7.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2001Q3,7.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2001Q4,7.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2002Q1,8.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2002Q2,8.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2002Q3,8.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2002Q4,8.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2003Q1,9.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2003Q2,9.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2003Q3,8.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2003Q4,9.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2004Q1,9.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2004Q2,8.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2004Q3,7.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2004Q4,8.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2005Q1,8.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2005Q2,10.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2005Q3,10.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2005Q4,11.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2006Q1,12.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2006Q2,11.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2006Q3,10.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2006Q4,11.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2007Q1,11.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2007Q2,12.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2007Q3,13.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2007Q4,14.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2008Q1,14.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2008Q2,13.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2008Q3,13.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2008Q4,13.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2009Q1,11.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2009Q2,12.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2009Q3,11.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2009Q4,12.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2010Q1,14.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2010Q2,15.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2010Q3,16.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2010Q4,16.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2011Q1,14.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2011Q2,13.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2011Q3,11.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-East,2011Q4,12.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1998Q1,5.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1998Q2,5.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1998Q3,5.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1998Q4,5.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1999Q1,6.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1999Q2,6.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1999Q3,5.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,1999Q4,5.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2000Q1,5.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2000Q2,6.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2000Q3,6.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2000Q4,6.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2001Q1,6.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2001Q2,6.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2001Q3,5.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2001Q4,5.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2002Q1,5.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2002Q2,6.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2002Q3,6.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2002Q4,7.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2003Q1,8.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2003Q2,9.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2003Q3,8.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2003Q4,8.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2004Q1,8.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2004Q2,7.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2004Q3,7.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2004Q4,7.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2005Q1,8.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2005Q2,7.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2005Q3,7.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2005Q4,8.9
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2006Q1,9.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2006Q2,9.6
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2006Q3,9.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2006Q4,9.5
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2007Q1,9.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2007Q2,9.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2007Q3,9.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2007Q4,9.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2008Q1,9.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2008Q2,9.8
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2008Q3,9.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2008Q4,10.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2009Q1,10.1
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2009Q2,9.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2009Q3,8.4
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2009Q4,8.7
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2010Q1,8.0
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2010Q2,8.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2010Q3,8.3
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2010Q4,9.2
Person aged 15 years and over in Employment ,Female,Education (P),Mid-West,2011Q1,9.4
