Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,EU15 to EU28 states,In employment,2013Q2,131.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2013Q3,137.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2013Q4,139.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2014Q1,138.7
Persons aged 15 years and over,EU15 to EU28 states,In employment,2014Q2,142.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2014Q3,142.6
Persons aged 15 years and over,EU15 to EU28 states,In employment,2014Q4,147.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2015Q1,143.5
Persons aged 15 years and over,EU15 to EU28 states,In employment,2015Q2,147.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2015Q3,144.1
Persons aged 15 years and over,EU15 to EU28 states,In employment,2015Q4,150.1
Persons aged 15 years and over,EU15 to EU28 states,In employment,2016Q1,151.3
Persons aged 15 years and over,EU15 to EU28 states,In employment,2016Q2,156.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2016Q3,153.3
Persons aged 15 years and over,EU15 to EU28 states,In employment,2016Q4,155.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2017Q1,156.4
Persons aged 15 years and over,EU15 to EU28 states,In employment,2017Q2,155.3
Persons aged 15 years and over,EU15 to EU28 states,In employment,2017Q3,158.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2017Q4,159.9
Persons aged 15 years and over,EU15 to EU28 states,In employment,2018Q1,159.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2018Q2,160.4
Persons aged 15 years and over,EU15 to EU28 states,In employment,2018Q3,166.7
Persons aged 15 years and over,EU15 to EU28 states,In employment,2018Q4,163.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2019Q1,164.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2019Q2,161.4
Persons aged 15 years and over,EU15 to EU28 states,In employment,2019Q3,169.3
Persons aged 15 years and over,EU15 to EU28 states,In employment,2019Q4,162.8
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1998Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1998Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1998Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1998Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1999Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1999Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1999Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,1999Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2000Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2000Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2000Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2000Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2001Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2001Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2001Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2001Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2002Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2002Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2002Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2002Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2003Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2003Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2003Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2003Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2004Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2004Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2004Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2004Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2005Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2005Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2005Q3,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2005Q4,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2006Q1,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2006Q2,
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2006Q3,8.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2006Q4,8.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2007Q1,10.1
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2007Q2,9.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2007Q3,9.3
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2007Q4,10.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2008Q1,13.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2008Q2,13.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2008Q3,18.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2008Q4,17.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2009Q1,32.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2009Q2,34.4
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2009Q3,35.6
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2009Q4,32.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2010Q1,30.4
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2010Q2,33.0
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2010Q3,33.0
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2010Q4,34.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2011Q1,33.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2011Q2,32.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2011Q3,30.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2011Q4,31.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2012Q1,30.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2012Q2,31.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2012Q3,30.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2012Q4,28.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2013Q1,33.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2013Q2,29.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2013Q3,25.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2013Q4,25.0
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2014Q1,27.1
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2014Q2,23.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2014Q3,22.1
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2014Q4,17.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2015Q1,19.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2015Q2,18.8
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2015Q3,19.9
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2015Q4,16.1
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2016Q1,17.6
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2016Q2,15.3
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2016Q3,15.4
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2016Q4,12.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2017Q1,12.8
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2017Q2,12.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2017Q3,14.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2017Q4,12.4
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2018Q1,12.2
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2018Q2,13.5
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2018Q3,12.0
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2018Q4,10.4
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2019Q1,8.7
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2019Q2,9.0
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2019Q3,7.1
Persons aged 15 years and over,EU15 to EU28 states,Unemployed,2019Q4,9.8
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1998Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1998Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1998Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1998Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1999Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1999Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1999Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,1999Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2000Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2000Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2000Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2000Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2001Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2001Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2001Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2001Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2002Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2002Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2002Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2002Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2003Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2003Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2003Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2003Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2004Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2004Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2004Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2004Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2005Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2005Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2005Q3,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2005Q4,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2006Q1,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2006Q2,
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2006Q3,11.3
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2006Q4,12.5
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2007Q1,17.2
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2007Q2,18.2
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2007Q3,20.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2007Q4,25.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2008Q1,25.8
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2008Q2,28.4
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2008Q3,28.1
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2008Q4,32.7
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2009Q1,31.2
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2009Q2,31.5
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2009Q3,31.7
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2009Q4,36.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2010Q1,39.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2010Q2,39.2
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2010Q3,38.9
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2010Q4,35.7
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2011Q1,38.7
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2011Q2,33.5
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2011Q3,33.9
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2011Q4,35.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2012Q1,34.8
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2012Q2,34.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2012Q3,32.8
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2012Q4,36.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2013Q1,34.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2013Q2,34.3
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2013Q3,35.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2013Q4,37.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2014Q1,37.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2014Q2,38.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2014Q3,40.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2014Q4,41.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2015Q1,44.6
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2015Q2,43.3
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2015Q3,39.0
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2015Q4,42.3
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2016Q1,40.4
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2016Q2,39.5
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2016Q3,42.3
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2016Q4,43.4
Persons aged 15 years and over,EU15 to EU28 states,Not in labour force,2017Q1,41.5
